uid,anchor_point_id_v2,domain_num,domain_name,source,chapter_num,chapter_title,verbatim_anchor,old_anchor,testable_fact
D3-PPA-30-1-2a95090b,AP-D3-PPA-30-1,3,Clinical Psychopathology,lecture,D3-Ch08,"The Patterns That Persist: Personality Disorders, Mood Variants, and Cultural Context","APA (2013): ""Individuals with schizotypal PD may express unhappiness about lacking relationships, but their behavior reflects decreased desire for intimacy driven by suspiciousness rather than emotional indifference.""","People with schizotypal personality disorder may express unhappiness about their lack of relationships, but their behavior suggests a decreased desire for intimate contacts due to anxiety related to suspiciousness about the motivations of other people.","Unlike schizoid PD, individuals with schizotypal PD may express unhappiness about lacking relationships, but their social withdrawal is driven by suspiciousness rather than emotional indifference."
D3-PPA-30-2-09c95fb3,AP-D3-PPA-30-2,3,Clinical Psychopathology,lecture,D3-Ch08,"The Patterns That Persist: Personality Disorders, Mood Variants, and Cultural Context","Grant et al. (2016): ""Substance use disorder is the most common comorbidity in antisocial PD.""",The National Epidemiologic Survey on Alcohol and Related Conditions III (NESARC-III) found that any substance use disorder was the most common comorbidity among adults with antisocial personality disorder.,"Substance use disorder is the most common comorbidity in antisocial personality disorder, according to the NESARC-III survey."
D3-PPA-30-3-674de8a8,AP-D3-PPA-30-3,3,Clinical Psychopathology,textbook,D3-Ch08,"The Patterns That Persist: Personality Disorders, Mood Variants, and Cultural Context","APA (2013): ""Antisocial and histrionic PDs share impulsivity, manipulativeness, seductiveness, and superficiality.""","According to the DSM-5, antisocial and histrionic personality disorders share several characteristics including impulsivity, manipulativeness, seductiveness, and superficiality.","Antisocial and histrionic personality disorders share the features of impulsivity, manipulativeness, seductiveness, and superficiality."
D3-PPY-34-bbbde57d,AP-D3-PPY-34,3,Clinical Psychopathology,textbook,D3-Ch04,"The Mood That Overshoots: Bipolar Disorders, Suicide Risk, and Worry That Will Not Yield","The four factors of the intolerance of uncertainty model that contribute to the chronic worry of individuals with generalized anxiety disorder are intolerance of uncertainty, negative problem orientation, positive beliefs about worry, and cognitive avoidance of threatening mental images.","The four factors of the intolerance of uncertainty model that contribute to the chronic worry of individuals with generalized anxiety disorder are intolerance of uncertainty, negative problem orientation, positive beliefs about worry, and cognitive avoidance of threatening mental images.","The intolerance of uncertainty model identifies four factors contributing to GAD's chronic worry: intolerance of uncertainty, negative problem orientation, positive beliefs about worry, and cognitive avoidance of threatening mental images."
D4-CLI-001-9b45305c,AP-D4-CLI-001,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch07,"The Architecture of Change: Readiness, Motivation, and Solution-Focused Practice","Robey (2011): ""Choice Theory explains human behavior and motivation (Glasser, 1998)."" In reality therapy, the primary source of human motivation is the drive to satisfy five basic innate needs: survival (physical safety and sustenance), love and belonging (connection and affiliation), power (competence, achievement, and recognition), freedom (autonomy and independence), and fun (enjoyment and learning).","The primary source of human motivation in Glasser's (1998) reality therapy is basic innate needs, such as survival, freedom, love and belonging, power, and fun.","Glasser's Choice Theory holds that human behavior is motivated by five basic innate needs: survival, love and belonging, power, freedom, and fun."
D4-CLI-002-00f81410,AP-D4-CLI-002,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch08,"Through Connection and Brief Encounter: IPT, Brief Psychodynamic Therapy, and Short-Term Approaches","Klerman et al. (1984): ""IPT is grounded in a medical model conceptualization of depression as an illness. Practitioners assign the 'sick role' to reduce self-blame and frame the condition as treatable.""","Interpersonal therapy (IPT) is based on the medical model and views depression as an illness, and practitioners of IPT believe that assigning the ""sick role"" to patients is beneficial because it allows patients to be ill without blaming themselves for their symptoms and to view their illnesses as treatable.","IPT is grounded in the medical model and assigns the ""sick role"" to depressed patients to reduce self-blame and frame depression as a treatable illness."
D4-CLI-003-091a4e98,AP-D4-CLI-003,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch04,Thinking About Thinking: Beck's Cognitive Model and the Architecture of Depression,"Beck (1963): ""Selective abstraction refers to the process of focusing on a detail taken out of context, ignoring other more salient features of the situation, and conceptualizing the whole experience on the basis of this element.""",The employee's conclusion that he is worthless and will never get promoted out of his entry-level job based on a single minor criticism in an otherwise positive performance review is an example of selective abstraction.,"Beck's selective abstraction is the cognitive distortion of focusing on a single detail out of context and using it to characterize an entire experience, ignoring more salient information."
D4-CLI-004-faae1ce0,AP-D4-CLI-004,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch11,"Healing Together: Couples Work, Group Dynamics, and Evidence-Based Family Interventions","Eysenck (1952): ""Eysenck estimated that 72% of neurotic patients would recover spontaneously without any therapeutic intervention.""","Based on his review of psychotherapy outcome studies, Eysenck concluded that 72% of patients with neuroses can be expected to experience spontaneous recovery without treatment.","Eysenck (1952) concluded that approximately 72% of neurotic patients recover spontaneously without therapeutic intervention, challenging psychotherapy's effectiveness."
D4-CLI-006-092bf75e,AP-D4-CLI-006,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch08,"Through Connection and Brief Encounter: IPT, Brief Psychodynamic Therapy, and Short-Term Approaches","Miller & Rose (2009): ""Rogers (1959) hypothesized that accurate empathy, congruence, and positive regard are critical therapeutic conditions that create an atmosphere of safety and acceptance in which clients are freed to explore and change."" Decisional balance functions as an assessment of readiness to change within MI's empathic framework rather than as a direct intervention technique.",Practitioners of motivational interviewing who are familiar with Miller and Rollnick's (2013) current view of decisional balance (DB) are most likely to say that DB is most useful for assessing a client's readiness to change.,"In motivational interviewing, decisional balance is most useful as an assessment of a client's readiness to change rather than as a direct intervention technique."
D4-CLI-006-4ddf4f0a,AP-D4-CLI-006,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Baumeister, Dale, & Sommer (1998): ""The concept of reaction formation involves converting a socially unacceptable impulse into its opposite."" People respond to the implication of an unacceptable trait ""by behaving in a way that would show them to have the opposite trait.""","Gerald, age 39, converted his undesirable impulses of jealousy and resentment towards his younger sister's recent business success into the opposite behavior of praising her accomplishments and encouraging her continued success, illustrating the defense mechanism of reaction formation.","Reaction formation is the defense mechanism of converting a socially unacceptable impulse into its opposite behavior, such as expressing praise toward someone one actually resents."
D4-CLI-007-3b910caa,AP-D4-CLI-007,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch05,"Beyond Thought Control: Acceptance, Mindfulness, and the Shift from Content to Process","Hayes, Luoma, Bond, Masuda, & Lillis (2006): ""Acceptance is taught as an alternative to experiential avoidance."" In ACT, ""dirty discomfort"" refers to the additional suffering that results from unwillingness to experience unavoidable pain -- that is, the distress produced by attempting to avoid, control, or eliminate unwanted private events. Acceptance involves the active and aware embrace of those private events without unnecessary attempts to change their frequency or form.","For practitioners of acceptance and commitment therapy, ""dirty discomfort"" is the result of unwillingness.","In ACT, ""dirty discomfort"" refers to the additional suffering created by attempts to avoid or eliminate unavoidable pain; acceptance is taught as the alternative to this experiential avoidance."
D4-CLI-007-38a99d98,AP-D4-CLI-007,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch12,"Before the Crisis: Prevention Science, Research Bias, and the Early Architecture of Therapeutic Change","Gilligan (1982): ""Kohlberg's moral development stages, derived exclusively from male samples, placed the average female at stage 3 versus stage 4 for males — exemplifying androcentrism, the bias of using male experience as the normative standard.""","Lawrence Kohlberg's stages of moral development, derived from research with male subjects, found that the typical male tends to function at stage 4, but when assessed with females, the typical female tends to function at stage 3, leading some to conclude that females are less morally developed than males, which best illustrates the concept of androcentrism.","Kohlberg's moral development stages, derived from male-only samples, rated average females at stage 3 versus stage 4 for males, illustrating androcentrism — using male experience as the normative standard."
D4-CLI-009-3f948ee3,AP-D4-CLI-009,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Cramer (2015): ""Denial is the failure to see, recognize, or understand the existence or meaning of an internal or external stimulus."" Defense mechanisms are defined as ""a mental operation that occurs outside of awareness"" whose ""function is to protect the person from experiencing excessive anxiety.""","A college undergraduate who usually gets A's and B's on exams received a C on a recent midterm exam, and he immediately assumed that the low grade was a mistake, which is best explained by the defense mechanism of denial.","Denial is the defense mechanism involving failure to recognize the existence or meaning of an internal or external stimulus, operating outside awareness to protect against excessive anxiety."
D4-CLI-01-a8479620,AP-D4-CLI-01,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Greenson (1967): In *The Technique and Practice of Psychoanalysis*, Greenson describes the analytic process as consisting of four sequential and overlapping operations: (1) confrontation, drawing the patient's attention to the phenomenon being analyzed; (2) clarification, sharpening focus on the significant details; (3) interpretation, making an unconscious phenomenon conscious by assigning meaning; and (4) working through, the repetitive and progressive exploration that deepens insight and produces lasting change.","Greenson describes the process of analysis in psychoanalysis as involving confrontation, clarification, interpretation, and working through.","Greenson describes psychoanalytic process as four sequential operations: confrontation, clarification, interpretation, and working through, with working through producing lasting change through repetitive progressive exploration."
D4-CLI-010-09ef28b6,AP-D4-CLI-010,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch13,What Works and for Whom: The Science of Therapeutic Outcomes,"Howard, Kopta, Krause, & Orlinsky (1986): ""Approximately 75% of therapy clients demonstrate measurable symptom improvement by session 26."" An additional 10% show measurable improvement by session 52. The dose-effect relationship follows a negatively accelerating curve, with the most rapid gains occurring in the earliest sessions and progressively smaller increments of improvement with additional sessions.","Based on the results of their research, Howard and his colleagues concluded that about 75% of psychotherapy clients show measurable improvements in symptoms by the 26th therapy session with an additional 10% showing measurable improvements by the 52nd session.","Howard, Kopta, Krause, & Orlinsky (1986) found that approximately 75% of therapy clients show measurable symptom improvement by session 26, with the dose-effect relationship following a negatively accelerating curve of diminishing returns."
D4-CLI-012-7dc21e47,AP-D4-CLI-012,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch05,"Beyond Thought Control: Acceptance, Mindfulness, and the Shift from Content to Process","Nakamura & Csikszentmihalyi (2009): Under flow conditions, ""experience seamlessly unfolds from moment to moment and one enters a subjective state with the following characteristics: intense and focused concentration on the present moment; merging of action and awareness; loss of reflective self-consciousness; a sense that one can control one's actions; distortion of temporal experience; experience of the activity as intrinsically rewarding.""","Csikszentmihaly coined the term flow to describe a state of engagement, focused attention, and complete absorption that a person can experience when working on a task that's challenging and intrinsically rewarding and that's accompanied by a sense of fulfillment and loss of the feeling of self-consciousness.","Csikszentmihalyi coined the term flow to describe a state of intense present-moment concentration, merging of action and awareness, loss of self-consciousness, sense of control, time distortion, and intrinsic reward during optimally challenging tasks."
D4-CLI-013-fd9f1b84,AP-D4-CLI-013,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch04,Thinking About Thinking: Beck's Cognitive Model and the Architecture of Depression,"Beck, Rush, Shaw, & Emery (1979): The Dysfunctional Thought Record (DTR) is a structured tool in cognitive therapy. Clients initially record three columns: the situation that preceded an unpleasant emotion, the negative automatic thought that occurred in response, and the nature and intensity of the resulting emotion. As therapy progresses, clients also record a rational response to each negative automatic thought and the outcomes of adopting the rational response (i.e., changes in emotion and belief).","When using the Dysfunctional Thought Record, clients initially record each situation that preceded an unpleasant emotion, the negative automatic thought that occurred in response to the situation, and the nature of the emotion and its intensity, and as therapy progresses, they also record a rational response to each negative automatic thought and the outcomes of the rational response.","The Dysfunctional Thought Record (DTR) in Beck's cognitive therapy initially records situation, negative automatic thought, and emotion intensity, with rational response and outcome columns added as therapy progresses."
D4-CLI-015-e2ebcd4c,AP-D4-CLI-015,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch12,"Before the Crisis: Prevention Science, Research Bias, and the Early Architecture of Therapeutic Change","Drummond, Sculpher, Claxton, Stoddart, & Torrance (2015): Cost-benefit analysis (CBA) requires that both costs and outcomes of programs be expressed in monetary terms. A significant barrier to using CBA in mental health is the difficulty of assigning a dollar value to psychological outcomes such as improved well-being, reduced symptoms, and enhanced quality of life, which are inherently non-monetary.",A barrier to using cost benefit analysis is that it's often difficult to express the outcomes of mental health programs in monetary terms.,"Cost-benefit analysis (CBA) is difficult to apply in mental health because psychological outcomes such as improved well-being and reduced symptoms must be expressed in monetary terms, which is inherently problematic."
D4-CLI-016-6b507814,AP-D4-CLI-016,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch12,"Before the Crisis: Prevention Science, Research Bias, and the Early Architecture of Therapeutic Change","Berwick, Nolan, & Whittington (2008): The ""triple aim"" framework for interprofessional collaboration in primary care identifies three interconnected goals: (1) improving the experience of care (including quality and satisfaction), (2) improving the health of populations, and (3) reducing the per capita cost of health care. Reducing disparities in services is not one of the three aims as originally defined, though equity considerations have been proposed as an addition.","The three primary functions of interprofessional collaboration in primary care settings, referred to as the ""triple aim,"" are to improve the experience of care, improve the health of populations, and reduce the per capita cost of health care, but do not include reducing disparities in services.","The triple aim framework for interprofessional collaboration in primary care targets improving experience of care, improving population health, and reducing per capita costs, but does not include reducing disparities in services."
D4-CLI-017-78aa2441,AP-D4-CLI-017,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch05,"Beyond Thought Control: Acceptance, Mindfulness, and the Shift from Content to Process","Hayes, Luoma, Bond, Masuda, & Lillis (2006): ""A primary source of psychopathology (as well as a process exacerbating the impact of other sources of psychopathology) is the way that language and cognition interact with direct contingencies to produce an inability to persist or change behavior in the service of long-term valued ends. This kind of psychological inflexibility is argued in ACT and RFT to emerge from weak or unhelpful contextual control over language processes themselves.""","For practitioners of acceptance and commitment therapy (ACT), depression is due to psychological inflexibility, which is a core concept in ACT and a risk factor for depression and other psychological problems.","In Acceptance and Commitment Therapy (ACT), psychological inflexibility — the inability to persist or change behavior in service of valued ends due to unhelpful language-cognition interactions — is the core mechanism underlying psychopathology."
D4-CLI-019-49a44d8b,AP-D4-CLI-019,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch12,"Before the Crisis: Prevention Science, Research Bias, and the Early Architecture of Therapeutic Change","Gordon (1983): ""Universal prevention programs are available to entire populations regardless of risk status.""",A prenatal care program available to all pregnant women in a community is an example of universal prevention.,"Universal prevention programs, as defined by Gordon (1983), are available to entire populations regardless of individual risk status, such as prenatal care offered to all pregnant women."
D4-CLI-02-5965d3c8,AP-D4-CLI-02,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Rogers (1959): ""When the individual has no awareness of [incongruence], he is merely vulnerable to the possibility of anxiety and disorganization."" When incongruence is ""dimly perceived,"" the individual responds with denial or distortion of the experience to preserve the self-concept. Denial prevents the experience from entering awareness, while distortion reshapes it to be consistent with the self-structure.","According to Carl Rogers, people often respond to incongruence with denial or distortion.","According to Rogers, when individuals dimly perceive incongruence between self-concept and experience, they respond defensively through denial, which blocks experience from awareness, or distortion, which reshapes experience to fit the self-structure."
D4-CLI-020-07664929,AP-D4-CLI-020,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch11,"Healing Together: Couples Work, Group Dynamics, and Evidence-Based Family Interventions","Selvini Palazzoli, Boscolo, Cecchin, & Prata (1980): ""The therapist asks each family member to comment on the relationship of two other members, to describe differences in behavior, and to rank family members along specific dimensions."" Circular questions help family members recognize differences in perceptions about events and relationships and uncover communication patterns maintaining problematic behaviors.",Milan systemic family therapists use circular questions to help family members recognize differences in their perceptions about events and relationships and to uncover family communication patterns that are maintaining problematic behaviors.,"Milan systemic family therapists use circular questions, asking each family member to comment on relationships between two other members, to reveal differing perceptions and uncover communication patterns maintaining problematic behaviors."
D4-CLI-020-571fe61e,AP-D4-CLI-020,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch13,What Works and for Whom: The Science of Therapeutic Outcomes,"Nathan, Stuart, & Dolan (2000): ""In evidence-based treatment evaluation, efficacy studies are typically conducted before effectiveness studies.""",Efficacy studies that maximize internal validity are usually conducted first and effectiveness studies that maximize external validity are conducted next when evaluating the outcomes of a new treatment for a mental disorder.,"In evaluating new treatments, efficacy studies maximizing internal validity are conducted before effectiveness studies maximizing external validity."
D4-CLI-023-b0e7cb67,AP-D4-CLI-023,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch13,What Works and for Whom: The Science of Therapeutic Outcomes,"Lambert (2013): ""Client age and gender exert little or no consistent influence on psychotherapy outcomes.""",The best conclusion that can be drawn from research on the impact of age and gender on psychotherapy outcomes is that age and gender have little or no consistent impact on psychotherapy outcomes.,Research on psychotherapy outcomes consistently shows that client age and gender have little or no consistent influence on treatment outcomes.
D4-CLI-024-5a088886,AP-D4-CLI-024,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch08,"Through Connection and Brief Encounter: IPT, Brief Psychodynamic Therapy, and Short-Term Approaches","de Shazer, Berg, Lipchik et al. (1986): ""Between now and next time we meet, we would like you to observe, so that you can describe it to us next time, what happens in your life that you want to continue to have happen."" ""With surprising frequency (50 of 56 in a follow-up survey), most clients notice things they want to have continue and many (46 of the 50) describe at least one of these as 'new or different.'""","At the end of the initial therapy session with a married couple who say they constantly argue, a practitioner of solution-focused therapy will assign them a task to complete before the next session that requires them to identify things in their relationship that they want to continue.","Solution-focused therapists assign a first-session formula task asking clients to observe what is already happening in their lives that they want to continue, promoting recognition of existing strengths and exceptions."
D4-CLI-025-2ad8ec1f,AP-D4-CLI-025,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch10,"Families in Motion: Strategic Paradox, Multigenerational Patterns, Systemic Inquiry, and the Power of Narrative","Haley (1976): The initial session of strategic family therapy consists of four stages: (1) the social stage, in which the therapist welcomes family members and helps them feel comfortable; (2) the problem stage, in which the therapist asks each member to describe the problem; (3) the interaction stage, in which family members discuss the problem with each other; and (4) the goal-setting stage, in which the therapist helps define clear, achievable goals for therapy.","The initial session of strategic family therapy consists of four stages, where the first stage involves welcoming family members and helping them feel comfortable.","Haley's strategic family therapy initial session follows four stages: social (welcoming), problem (each member describes the problem), interaction (members discuss with each other), and goal-setting (defining clear therapeutic goals)."
D4-CLI-026-86dd04c9,AP-D4-CLI-026,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch09,Through the System: How Families Regulate Themselves and How Structure Shapes Dysfunction,"Minuchin (1974): ""Structural family therapy targets the presenting problem by restructuring the family organization — strengthening boundaries that are diffuse and increasing flexibility in those that are rigid.""","The primary goal of structural family therapy is to resolve the family's presenting problem by altering the family's structure, including strategies that create clear boundaries between family members and subsystems by increasing the strength of diffuse boundaries or the flexibility of rigid boundaries.","Structural family therapy's primary goal, as described by Minuchin (1974), is to resolve the presenting problem by restructuring family organization, strengthening diffuse boundaries and increasing flexibility of rigid boundaries."
D4-CLI-027-82f8c194,AP-D4-CLI-027,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch11,"Healing Together: Couples Work, Group Dynamics, and Evidence-Based Family Interventions","Johnson (2007): ""It is also a model that stands firmly on a rich and well researched theory of close relationships, namely attachment theory."" ""Emotions are the blueprints for interactions with attachment figures. They are the music of the attachment dance."" EFT's therapeutic effects stem from the expression of and responsiveness to attachment needs during emotionally engaged interactions.",Attachment theory is one of the influences on emotionally focused therapy for couples and process research confirms that its positive effects on relationship distress arise from expressing and responding to attachment needs in an emotionally meaningful way during therapy.,"Emotionally focused therapy (EFT) for couples is grounded in attachment theory, and its therapeutic effects arise from partners expressing and responding to attachment needs during emotionally engaged interactions in therapy."
D4-CLI-028-01fbea7b,AP-D4-CLI-028,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch07,"The Architecture of Change: Readiness, Motivation, and Solution-Focused Practice","Miller & Rose (2009): ""Counterchange arguments ('sustain talk'), which was originally subsumed within MI in the concept of 'resistance,' represented the other side of the client's ambivalence."" ""Conversely, evoking 'sustain talk' would favor the behavioral status quo.""","In motivational interviewing, a client's sustain talk reflects the client's desire to maintain the status quo for the target behavior.","In motivational interviewing, sustain talk represents the client's arguments for maintaining the behavioral status quo and reflects one side of the client's ambivalence about change."
D4-CLI-028-08b3eea3,AP-D4-CLI-028,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch07,"The Architecture of Change: Readiness, Motivation, and Solution-Focused Practice","Lambert, Whipple et al. (2001): ""Results showed that feedback increased the duration of treatment and improved outcome relative to patients in the control condition who were predicted to be treatment failures. Twice as many patients in the feedback group achieved clinically significant or reliable change and one-third as many were classified as deteriorated by the time treatment ended."" Routine outcome monitoring shows the strongest effects for clients who are 'not on track.'","The research on the effects of routine outcome monitoring (ROM) has found that it improves symptom reduction and decreases premature termination and deterioration during therapy, especially for ""not-on-track"" clients.","Routine outcome monitoring (ROM) improves therapy outcomes most strongly for not-on-track clients, reducing deterioration and increasing clinically significant change compared to treatment without feedback."
D4-CLI-03-d533fb9e,AP-D4-CLI-03,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch09,Through the System: How Families Regulate Themselves and How Structure Shapes Dysfunction,"Minuchin (1974): ""Triangulation (unstable coalition) occurs when two parents in conflict each recruit a child to align with them against the other parent, placing the child in an untenable position.""","Minuchin's structural family therapy refers to the parents' conflict with each other and their recruitment of the child to side with them as an unstable coalition, also known as triangulation.","In Minuchin's structural family therapy, triangulation (unstable coalition) occurs when two conflicting parents each recruit a child to align with them against the other, placing the child in an untenable position."
D4-CLI-03-e378b736,AP-D4-CLI-03,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Dillon (2021): ""Jung (1928/1971c) refers to the process of psychological and spiritual growth as 'individuation.'"" The primary goal of Jung's analytical psychotherapy is to bring unconscious material into consciousness to facilitate individuation -- achieving individual ""wholeness"" by becoming conscious of and harmonizing the various parts of the psyche. This involves ""a living cooperation with the collective aspects of our nature"" and a ""productive marriage"" between the personal ego and the collective unconscious.","The primary goal of Jung's analytical psychotherapy is to bring unconscious material into consciousness to facilitate the process of individuation, which involves achieving individual ""wholeness"" (being a unique unified person) by becoming conscious of and harmonizing the various parts of the psyche.",The primary goal of Jung's analytical psychotherapy is individuation — achieving psychological wholeness by bringing unconscious material into consciousness and harmonizing the personal ego with the collective unconscious.
D4-CLI-031-7b4ba0c6,AP-D4-CLI-031,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Wagner-Moore (2004): ""Gestalt psychotherapy uses here-and-now (present-centered) experiments in directed awareness to increase the individual's awareness as well as the individual's awareness of the process of awareness."" ""Awareness of one's experience and needs is considered the 'royal road to the cure.'""","Gestalt therapy is most likely to agree that helping a client achieve awareness of his/her thoughts, feelings, and behaviors in the here-and-now is a primary goal of therapy.","Gestalt therapy uses present-centered experiments in directed awareness, viewing awareness of one's here-and-now thoughts, feelings, and behaviors as the primary therapeutic mechanism and path to cure."
D4-CLI-039-b289b3d5,AP-D4-CLI-039,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch07,"The Architecture of Change: Readiness, Motivation, and Solution-Focused Practice","Miller & Rose (2009): MI's theoretical basis proposes that ""change talk"" reflects the client perceiving a discrepancy between current behavior and deeply held values. ""The change-promoting value of hearing oneself argue for change was linked to Festinger's (1957) formulation of cognitive dissonance,"" helping clients perceive the gap between their goals and their current behavioral patterns.","In motivational interviewing, the technique of ""developing discrepancy"" involves helping clients recognize the difference between their values and goals and their current behaviors.","In motivational interviewing, developing discrepancy helps clients recognize the gap between their current behavior and deeply held values, linked theoretically to Festinger's cognitive dissonance as a mechanism for evoking change talk."
D4-CLI-039-32a6d64e,AP-D4-CLI-039,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch07,"The Architecture of Change: Readiness, Motivation, and Solution-Focused Practice","Rogers (1957): ""Incongruence is a basic construct in the theory we have been developing. It refers to a discrepancy between the actual experience of the organism and the self picture of the individual insofar as it represents that experience."" When the individual ""dimly perceives such an incongruence in himself, then a tension state occurs which is known as anxiety.""","Incongruence between self and experience produces anxiety, which a person may respond to defensively by denying or distorting the experience.","Rogers defined incongruence as a discrepancy between the organism's actual experience and the self-concept, which when dimly perceived produces anxiety and triggers defensive responses of denial or distortion."
D4-CLI-04-1-7a9e3ec6,AP-D4-CLI-04-1,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Rogers (1959): When a discrepancy exists between the self-concept and organismic experience (incongruence), the individual experiences vulnerability and anxiety. To protect the self-structure, the person reacts defensively by either distorting the experience to make it congruent with the self-concept or denying the experience entirely. Persistent reliance on these defensive processes leads to psychological maladjustment.","According to Carl Rogers, people often react defensively to incongruence by distorting or denying their experiences, which leads to psychological maladjustment.","According to Rogers, when incongruence exists between self-concept and organismic experience, individuals defensively distort or deny threatening experiences to protect the self-structure, and persistent use of these defenses leads to psychological maladjustment."
D4-CLI-04-2-0dbd6f9f,AP-D4-CLI-04-2,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Rogers (1957/1959): In Rogers's personality theory, conditions of worth -- the conditions under which a person feels worthy of love and acceptance -- contribute to incongruence between the self-concept and actual experience. When individuals internalize others' evaluative standards, they deny or distort experiences that conflict with those conditions, creating a state of incongruence. Rogers identified six conditions for therapeutic personality change, including that ""the therapist experiences unconditional positive regard for the client.""",Conditions of worth contribute to incongruence according to Carl Rogers's personality theory.,"In Rogers's theory, conditions of worth cause individuals to deny or distort experiences conflicting with internalized evaluative standards, creating incongruence between self-concept and actual experience."
D4-CLI-04-3-ffce8224,AP-D4-CLI-04-3,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch01,Through the Unconscious and the Relationship: Psychodynamic and Humanistic Foundations,"Robey (2011): Wubbolding describes Glasser's framework: ""Choice Theory explains human behavior and motivation (Glasser, 1998)."" The theory identifies five genetically determined needs: love and belonging, power, fun, freedom, and survival. Intimacy is not listed as a separate need.","Reality therapy, based on choice theory, proposes that people have five genetically encoded needs, including love and belonging, power, fun, freedom, and survival, but not intimacy.","Glasser's choice theory, the basis of reality therapy, identifies five genetically determined needs: love and belonging, power, fun, freedom, and survival — with intimacy not listed as a separate need."
D4-CLI-042-99d0a0a0,AP-D4-CLI-042,4,"Psychotherapy Models, Interventions, & Prevention",lecture,D4-Ch06,"The Broader Cognitive-Behavioral Toolkit: Ellis, Meichenbaum, and Applied CBT","Robey (2011): ""Choice Theory explains human behavior and motivation (Glasser, 1998) and supports the Reality Therapy process of counseling, which was created by Dr. William Glasser in 1965."" Clients are encouraged to shift focus from ""what they don't want (the problem) to what they do want (W),"" then ""identify what they are doing (D) to get what they want, to evaluate (E) the effectiveness of their behavior, and finally, to make a plan (P) to do something different.""","According to Glasser's reality therapy, irresponsible behavior leads to the development of a failure identity.","Glasser's reality therapy uses the WDEP system: clients identify what they Want, what they are Doing, Evaluate effectiveness, and make a Plan for change."
D4-CLI-05-f2aaf0ac,AP-D4-CLI-05,4,"Psychotherapy Models, Interventions, & Prevention",textbook,D4-Ch07,"The Architecture of Change: Readiness, Motivation, and Solution-Focused Practice","Prochaska & DiClemente (1983): ""For individuals at the contemplation stage, self-liberation (committing to action) is the least appropriate intervention, as they have not yet resolved their ambivalence about change.""","For clients in the contemplation stage, self-liberation is likely to be the least useful intervention according to the transtheoretical model.","In Prochaska and DiClemente's transtheoretical model, self-liberation is the least appropriate intervention for clients in the contemplation stage because they have not yet resolved ambivalence about change."
