uid,anchor_point_id_v2,domain_num,domain_name,domain_code,subdomain,source,chapter_num,chapter_title,verbatim_anchor,old_anchor,testable_fact,passage
D8-PPA-016-5e014e19,AP-D8-PPA-016,8,Clinical Assessment & Interpretation,CASS,Anxiety Disorders and Obsessive-Compulsive Disorders,textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,"Hauner, Mineka, Voss, & Paller (2012): Successful CBT for specific phobia is associated with decreased activation in the amygdala, insula, and dorsal anterior cingulate cortex, and increased activation in the ventromedial prefrontal cortex.","Successful treatment with cognitive behavior therapy for a specific phobia will most likely lead to decreased activity in the amygdala, insula, and dorsal anterior cingulate cortex and increased activity in the ventromedial prefrontal cortex, according to functional neuroimaging findings.","Successful CBT for specific phobia is associated with decreased activation in the amygdala, insula, and dorsal anterior cingulate cortex, and increased activation in the ventromedial prefrontal cortex.","A psychologist treating a client with a specific phobia of heights reviews the latest functional neuroimaging research to understand the brain changes that occur when cognitive-behavioral therapy successfully reduces phobic responding.

Functional neuroimaging studies have demonstrated that **successful treatment with cognitive-behavioral therapy (CBT) for a specific phobia** produces measurable changes in brain activation patterns. Specifically, effective CBT leads to **decreased activity** in the **amygdala**, **insula**, and **dorsal anterior cingulate cortex (dACC)**, and **increased activity** in the **ventromedial prefrontal cortex (vmPFC)**.

These neural changes map directly onto the cognitive and emotional processes that CBT targets. The **amygdala** serves as the brain's primary threat detection system, generating rapid fear responses when potentially dangerous stimuli are detected. In specific phobias, the amygdala is hyperactivated by the phobic stimulus, producing an exaggerated fear response disproportionate to the actual threat. Successful CBT, particularly the exposure component, leads to extinction of the conditioned fear response, which is reflected in reduced amygdala activation during phobic stimulus presentation.

The **insula** is involved in interoceptive awareness, the conscious perception of internal bodily states such as heart rate, breathing, and gastrointestinal sensations. During phobic responding, the insula contributes to the subjective feeling of anxiety by amplifying awareness of the physiological arousal accompanying fear. Decreased insular activity after treatment indicates reduced somatic anxiety responses when confronted with the formerly feared stimulus.

The **dorsal anterior cingulate cortex** plays a role in conflict monitoring and threat evaluation. Its activation during phobic responding reflects heightened vigilance and the detection of the feared stimulus as salient and threatening. Post-treatment decreases in dACC activity suggest that the individual no longer evaluates the stimulus as a significant threat requiring emergency responding.

The **ventromedial prefrontal cortex** is critical for the top-down regulation of emotional responses and for the consolidation of extinction learning. Increased vmPFC activity after CBT indicates enhanced prefrontal control over limbic fear circuitry, allowing the individual to engage with the formerly feared stimulus without triggering an exaggerated fear response. The vmPFC effectively inhibits amygdala-driven fear responses through descending regulatory pathways.

On the EPPP, candidates should memorize the direction of change for each brain region: amygdala, insula, and dACC decrease; vmPFC increases. A common trap reverses the vmPFC direction.

These neuroimaging findings align with the broader literature on fear extinction, which identifies the vmPFC-amygdala circuit as critical for learning that a previously feared stimulus is no longer dangerous. Understanding these neural mechanisms provides a biological rationale for the exposure-based techniques that are central to CBT for phobias."
D8-PPA-17-2d1cc631,AP-D8-PPA-17,8,Clinical Assessment & Interpretation,CASS,"Feeding/Eating, Elimination, and Sleep-Wake Disorders",textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,"Glazener, Evans, & Peto (2005): The night alarm (also known as the moisture alarm, enuresis alarm, or bell-and-pad) has the best long-term treatment effects for children with nocturnal enuresis, with approximately two-thirds of children achieving dryness and lower relapse rates compared to pharmacological interventions.","Research has confirmed that the night alarm, also known as the moisture alarm, enuresis alarm, and bell-and-pad, has the best long-term effects for children who have received a DSM-5 diagnosis of enuresis, nocturnal only.","The night alarm (bell-and-pad) produces the best long-term treatment outcomes for nocturnal enuresis, with approximately two-thirds of children achieving dryness and lower relapse rates than pharmacological interventions.","A psychologist evaluating a 7-year-old child who wets the bed at night discusses treatment options with the parents. The child has been diagnosed with nocturnal enuresis, and the parents want to know which treatment has the best evidence for long-term effectiveness.

Research has confirmed that the **night alarm** (also known as the **moisture alarm**, **enuresis alarm**, or **bell-and-pad**) has the **best long-term effects** for children who have received a DSM-5 diagnosis of **enuresis, nocturnal only**. While other treatments may produce more rapid initial results, the alarm-based approach produces the most durable outcomes, with the lowest relapse rates.

The **bell-and-pad** or moisture alarm system works through a **classical conditioning** mechanism. A moisture-sensitive pad is placed in the child's bed. When the child begins to urinate during sleep, the moisture triggers an alarm that wakes the child. Over time, the child learns to associate the sensation of a full bladder with the need to wake and use the bathroom. The full bladder becomes a conditioned stimulus that eventually produces waking without the alarm.

The alarm treatment typically requires **8 to 12 weeks** of consistent use before significant improvement is observed. Parents must be prepared for this timeline and must be willing to participate actively in the treatment by ensuring the alarm is used consistently, helping the child wake when the alarm sounds, and reinforcing dry nights. Success rates for the alarm approach range from approximately 65 to 75 percent, with relapse rates of approximately 15 to 30 percent, which are lower than relapse rates for other treatments.

Other interventions for nocturnal enuresis include **dry-bed training** (a multicomponent behavioral program that includes the alarm plus other procedures), **retention control training** (practicing holding urine for progressively longer periods), and positive reinforcement systems. These behavioral approaches can be combined with the alarm to enhance effectiveness.

The superiority of the alarm treatment over other approaches in terms of long-term outcomes reflects its conditioning mechanism, which produces a lasting physiological change in the child's arousal response to bladder distension during sleep, rather than relying on external supports that are removed after treatment ends.

On the EPPP, candidates should associate the bell-and-pad (moisture alarm, night alarm) with nocturnal enuresis treatment and recognize it as the treatment with the best long-term outcomes.

Parents should be counseled that patience and consistency are essential for the alarm treatment to succeed. The initial weeks often involve frequent nighttime awakenings that can be disruptive to the family. Providing psychoeducation about the expected timeline and process can improve family adherence and treatment completion rates."
D8-PPA-049-9d5be855,AP-D8-PPA-049,8,Clinical Assessment & Interpretation,CASS,Personality Disorders,textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,Linehan (1993): Standard dialectical behavior therapy (DBT) for borderline personality disorder does not typically include family or couple therapy as a core treatment component.,"When a therapist is using dialectical behavior therapy (DBT) with a client who has recently received the diagnosis of borderline personality disorder, the client's treatment will least likely include family or couple counseling.",Standard dialectical behavior therapy for borderline personality disorder does not typically include family or couple therapy as a core treatment component.,"A psychologist begins treating a client who has recently received a diagnosis of borderline personality disorder using dialectical behavior therapy. The psychologist reviews the standard DBT treatment components to ensure comprehensive implementation.

**Dialectical behavior therapy (DBT)** for **borderline personality disorder (BPD)** is a comprehensive treatment that includes four standard modes of service delivery. When a therapist uses standard DBT with a client who has BPD, the treatment will **least likely include family or couple counseling** as a formal component. While family involvement can certainly be beneficial and may occur informally, it is not one of the four standard modes of DBT.

The **four standard modes** of DBT are: **individual therapy** (typically weekly sessions focused on the client's most pressing problems using a structured hierarchy of treatment targets), **skills training group** (typically a weekly group that teaches skills in four modules: mindfulness, distress tolerance, emotion regulation, and interpersonal effectiveness), **phone coaching** (brief between-session contacts that help the client apply skills to real-world crises), and **therapist consultation team** (a meeting of DBT therapists that provides mutual support and helps therapists maintain adherence to the DBT model).

The treatment targets in individual DBT sessions are organized in a specific **hierarchy**. The first priority is **life-threatening behaviors**, including suicidal ideation, self-harm, and suicidal acts. The second priority is **therapy-interfering behaviors**, such as missing sessions, noncompliance, or behaviors that strain the therapeutic relationship. The third priority is **quality-of-life-interfering behaviors**, such as substance use, eating disorder symptoms, housing instability, or relationship dysfunction.

While family or couple counseling might be added to a comprehensive treatment plan for a client with BPD, it is not part of the standard DBT protocol as developed by Marsha Linehan. Some clinicians do integrate family psychoeducation or couples work into the broader treatment, particularly when family dynamics contribute to the client's behavioral patterns or when family members need guidance in responding effectively to the client's emotional dysregulation.

On the EPPP, questions about DBT typically test knowledge of the four treatment modes and the target hierarchy. The correct answer identifies family/couple counseling as the component that is not part of standard DBT.

DBT has been extensively researched in randomized controlled trials and has demonstrated efficacy for reducing self-harm, suicide attempts, hospitalization, and emergency department visits in individuals with BPD. The treatment's structured approach and clear treatment targets provide a framework that benefits both clients and therapists in managing the complex clinical challenges associated with borderline personality disorder."
D8-PPA-208-10583ca6,AP-D8-PPA-208,8,Clinical Assessment & Interpretation,CASS,"Sexual Dysfunctions, Gender Dysphoria, and Paraphilic Disorders",textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,Laws & Marshall (2003): Orgasmic reconditioning is an evidence-based behavioral treatment for paraphilic disorders.,Orgasmic reconditioning has been identified as an effective treatment for paraphilic disorder.,Orgasmic reconditioning is an evidence-based behavioral treatment for paraphilic disorders.,"A psychologist working in a forensic setting is developing a treatment plan for an individual diagnosed with a paraphilic disorder. The psychologist reviews the evidence base for behavioral interventions targeting deviant sexual arousal patterns.

**Orgasmic reconditioning** has been identified as an effective behavioral treatment for **paraphilic disorders**. This technique aims to modify deviant sexual arousal patterns by pairing orgasm with appropriate rather than deviant sexual stimuli, gradually shifting the individual's arousal pattern toward more adaptive targets.

The procedure typically involves the following sequence. The individual begins by using their usual (deviant) sexual fantasy to initiate arousal during masturbation. As arousal builds and orgasm approaches, the individual deliberately switches their fantasy to an appropriate, non-deviant sexual stimulus. Orgasm then occurs in association with the appropriate stimulus. Over repeated sessions, the switch to the appropriate stimulus is made progressively earlier in the arousal cycle until the individual can achieve full arousal and orgasm while fantasizing exclusively about appropriate stimuli.

The theoretical basis of orgasmic reconditioning draws on **classical conditioning** principles. Orgasm is a powerful unconditioned reinforcer, and by repeatedly pairing it with appropriate sexual stimuli, the technique creates a conditioned association between arousal, orgasm, and adaptive sexual targets. Simultaneously, by reducing the pairing of orgasm with deviant stimuli, the conditioned arousal to deviant targets is weakened through extinction.

Orgasmic reconditioning is typically implemented as part of a comprehensive treatment program for paraphilic disorders that may also include cognitive restructuring, social skills training, empathy development, and relapse prevention planning. It is not a standalone treatment but rather one component of a multi-faceted intervention approach.

Other behavioral techniques used to treat paraphilic disorders include covert sensitization (pairing deviant fantasies with aversive imagery), satiation therapy (reducing deviant arousal through prolonged exposure to the deviant fantasy post-orgasm until it becomes boring), and aversive conditioning (pairing deviant stimuli with aversive experiences).

On the EPPP, candidates should associate orgasmic reconditioning specifically with the treatment of paraphilic disorders. A common distractor places this technique among treatments for sexual dysfunctions, where it does not apply.

The treatment of paraphilic disorders raises complex ethical and legal considerations, as many paraphilic behaviors involve harm to others and may constitute criminal offenses. Clinicians treating these conditions must balance therapeutic obligations with public safety concerns and may be required to work within the constraints of court-ordered treatment, sex offender registries, and community notification requirements. Assessment of treatment progress may involve penile plethysmography or visual reaction time measures, though the ethical and practical considerations of these assessment methods are themselves a topic of ongoing professional discussion."
D8-PPA-22-7a4549f8,AP-D8-PPA-22,8,Clinical Assessment & Interpretation,CASS,"Sexual Dysfunctions, Gender Dysphoria, and Paraphilic Disorders",textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,"Binik (2010): Evidence-based treatments for genito-pelvic pain/penetration disorder include relaxation training, sensate focus, topical anesthetics, vaginal dilators, and pelvic floor exercises; orgasmic reconditioning is not indicated for this condition and is used instead for paraphilic disorders.","Interventions for genito-pelvic pain disorder include relaxation training, sensate focus, a topical anesthetic, vaginal dilators, and Kegel exercises, but orgasmic reconditioning is used to treat paraphilic disorders.","Evidence-based treatments for genito-pelvic pain/penetration disorder include relaxation training, sensate focus, topical anesthetics, vaginal dilators, and pelvic floor exercises; orgasmic reconditioning is used instead for paraphilic disorders.","A psychologist treating a woman diagnosed with genito-pelvic pain/penetration disorder reviews the evidence-based interventions for this condition to develop a comprehensive treatment plan.

**Genito-pelvic pain/penetration disorder** (previously classified as dyspareunia and vaginismus) is treated with several evidence-based interventions, including **relaxation training**, **sensate focus**, **topical anesthetic**, **vaginal dilators**, and **Kegel exercises**. It is important to distinguish these interventions from **orgasmic reconditioning**, which is used to treat **paraphilic disorders**, not sexual pain conditions.

**Relaxation training** teaches the individual to release tension in the pelvic floor muscles and throughout the body. Chronic tension in the pelvic floor muscles contributes to pain during penetration, and learning to relax these muscles can significantly reduce discomfort. Progressive muscle relaxation and diaphragmatic breathing are commonly used techniques.

**Sensate focus** is a structured series of intimacy exercises developed by Masters and Johnson that gradually reintroduces physical contact between partners while temporarily removing the expectation of penetrative intercourse. The exercises begin with non-genital touching and progress gradually to genital contact and eventually to penetration, with each stage practiced until the individual feels comfortable before advancing to the next stage.

**Vaginal dilators** are graduated cylindrical devices of increasing diameter that the individual inserts into the vagina to gradually desensitize the pelvic floor muscles and accustom the body to the sensation of penetration. The dilators are used progressively, starting with the smallest size and advancing to larger sizes as comfort increases.

**Kegel exercises** strengthen the pelvic floor muscles and improve voluntary control over these muscles. By learning to actively contract and relax the pelvic floor, the individual gains greater awareness and control of the muscles involved in penetration, which can reduce involuntary muscle guarding and associated pain.

A **topical anesthetic** may be applied to reduce pain sensitivity during the early stages of treatment while behavioral interventions are taking effect.

On the EPPP, the critical distinction is between interventions for sexual pain disorders (relaxation, sensate focus, dilators, Kegel exercises) and interventions for paraphilic disorders (orgasmic reconditioning). Confusing these categories is a common trap.

It is also important to recognize that genito-pelvic pain/penetration disorder often requires a multidisciplinary treatment approach. Collaboration between psychologists, gynecologists, and physical therapists specializing in pelvic floor dysfunction can optimize outcomes. The psychological component addresses anxiety, avoidance, and relationship factors, while medical and physical therapy components address physiological contributors. Cognitive-behavioral therapy is often incorporated to address catastrophic thinking about pain and anticipatory anxiety that can exacerbate muscle tension and pain perception. The treatment should be individualized based on the specific contributing factors identified during assessment, with progress monitored through both subjective pain ratings and functional outcomes."
D8-PPA-202-01bfcf5d,AP-D8-PPA-202,8,Clinical Assessment & Interpretation,CASS,Substance-Related and Addictive Disorders,textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,Marlatt & Gordon (1985): Marlatt and Gordon's relapse prevention model identifies high-risk situations as the immediate precipitants of alcohol use following a period of abstinence.,Marlatt and Gordon's relapse prevention (RP) model proposes that high-risk situations are the immediate precipitants of alcohol use after a period of abstinence.,Marlatt and Gordon's relapse prevention model identifies high-risk situations as the immediate precipitants of alcohol use following a period of abstinence.,"A psychologist treating a client who recently relapsed after three months of sobriety from alcohol reviews Marlatt and Gordon's relapse prevention model to understand the factors that precipitated the relapse.

**Marlatt and Gordon's relapse prevention (RP) model** proposes that **high-risk situations** are the **immediate precipitants** of alcohol use after a period of abstinence. The model provides a cognitive-behavioral framework for understanding why individuals who have achieved abstinence return to substance use, and it identifies specific intervention targets for preventing relapse.

According to the RP model, a **high-risk situation** is any situation that poses a threat to the individual's sense of control over their substance use. Marlatt and Gordon identified three categories of high-risk situations that account for the majority of relapses: **negative emotional states** (such as anger, frustration, anxiety, depression, or loneliness), **interpersonal conflict** (arguments, social pressure, or relationship difficulties), and **social pressure** (being in environments where others are drinking or being directly offered alcohol).

The model describes a specific chain of cognitive and behavioral events that leads from a high-risk situation to full relapse. When an individual encounters a high-risk situation and has an effective **coping response**, self-efficacy increases and the probability of relapse decreases. When the individual lacks an effective coping response, self-efficacy decreases, **positive outcome expectancies** for alcohol increase (the individual begins to anticipate that drinking will help manage the situation), and the probability of an initial lapse increases.

The model further describes the **abstinence violation effect (AVE)**, which occurs when an individual who has been maintaining abstinence experiences an initial lapse. The AVE involves attributing the lapse to internal, stable, and global causes (""I'm an addict and I'll never change"") and experiencing guilt and loss of control, which increase the likelihood that the initial lapse will escalate to a full relapse.

RP interventions target each stage of this chain: identifying personal high-risk situations, developing effective coping responses, managing positive outcome expectancies, and reframing lapses to prevent the abstinence violation effect.

On the EPPP, candidates should associate Marlatt and Gordon with the RP model, high-risk situations as immediate relapse precipitants, and the abstinence violation effect.

The relapse prevention model has had a profound influence on the treatment of substance use disorders and has been adapted for other behavioral problems, including sexual offending, gambling, and eating disorders. Its cognitive-behavioral framework provides practical tools for both clinicians and clients in understanding and preventing the return of problematic behavior. The model remains one of the most influential frameworks in addiction treatment and continues to inform clinical practice and research."
D8-PPA-140-9c28901d,AP-D8-PPA-140,8,Clinical Assessment & Interpretation,CASS,Substance-Related and Addictive Disorders,textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,"Meyers, Miller, Smith, & Tonigan (2002): Community Reinforcement and Family Training (CRAFT) is an evidence-based intervention designed to work with concerned significant others (CSOs) of treatment-refusing individuals with substance use problems. CRAFT teaches family members behavioral strategies -- including positive reinforcement of sober behavior, natural consequences for substance use, and improved communication -- to encourage their loved one to enter treatment. CRAFT was developed as an alternative to confrontational approaches like the Johnson Intervention.",Community reinforcement and family training (CRAFT) is an evidence-based intervention that was designed for families that include an adult who has a substance use problem but refuses to seek treatment.,"CRAFT (Meyers et al., 2002) is an evidence-based alternative to confrontational approaches like the Johnson Intervention, teaching concerned significant others behavioral strategies to encourage treatment-refusing individuals with substance use disorders to enter treatment.","A psychologist is contacted by a wife who is concerned about her husband's heavy drinking. The husband refuses to attend therapy or any form of treatment. The psychologist recommends an evidence-based intervention designed specifically for family members of treatment-resistant individuals.

**Community Reinforcement and Family Training (CRAFT)** is an evidence-based intervention specifically designed for families that include an adult who has a **substance use problem but refuses to seek treatment**. Unlike interventions that require the participation of the individual with the substance use disorder, CRAFT works exclusively with the **concerned significant other (CSO)**, typically a spouse, parent, or close family member.

CRAFT was developed by Robert Meyers and colleagues based on the principles of the Community Reinforcement Approach (CRA), a well-established behavioral treatment for substance use disorders. The key innovation of CRAFT is extending these principles to the family system, empowering family members to create conditions that increase the likelihood of the individual with the substance problem (the **identified patient**, or IP) entering treatment voluntarily.

CRAFT includes several core components. First, the CSO learns to identify patterns in the IP's substance use, including triggers, consequences, and the environmental context of use. Second, the CSO learns to **reinforce non-using behavior** through positive attention, activities, and rewards when the IP is sober, and to **allow natural consequences** of substance use to occur rather than shielding the IP from the results of their behavior. Third, the CSO develops improved **communication skills** to express concerns about the IP's substance use constructively and effectively. Fourth, the CSO improves their own **quality of life** by engaging in pleasurable activities and social support independent of the IP's behavior.

Research demonstrates that CRAFT is significantly more effective than traditional interventions such as Al-Anon facilitation or the Johnson Institute intervention in engaging treatment-resistant individuals in treatment, with success rates of approximately 64 to 67 percent.

On the EPPP, CRAFT should be associated with working with family members to engage treatment-resistant individuals with substance use problems. It does not use confrontational interventions or loving-detachment.

CRAFT has been tested across diverse substance use populations and cultural contexts, demonstrating its adaptability and broad applicability. The treatment typically involves 12 to 14 sessions with the CSO and does not require any contact with the IP until the IP agrees to enter treatment. The intervention is manualized, making it replicable across settings, and training programs are available for clinicians who wish to implement CRAFT in their practice."
D8-PPA-084-18f87665,AP-D8-PPA-084,8,Clinical Assessment & Interpretation,CASS,Substance-Related and Addictive Disorders,textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,"Meyers, Miller, Hill, & Tonigan (1998): Community Reinforcement and Family Training (CRAFT) focuses on teaching concerned significant others (CSOs) positive communication skills, natural reinforcement strategies, and self-care; unlike Al-Anon, it does not involve adopting ""loving detachment"" from the identified patient with the substance use problem.","Community reinforcement and family training (CRAFT) does not involve helping the concerned significant other (CSO) adopt ""loving-detachment"" from the identified patient (IP) with the substance-use problem, as that is characteristic of Al-Anon.","Community Reinforcement and Family Training (CRAFT) teaches concerned significant others positive communication, natural reinforcement, and self-care skills, and unlike Al-Anon, does not involve adopting loving detachment from the identified patient.","A psychologist comparing different family-based interventions for substance use disorders reviews the key features that distinguish CRAFT from Al-Anon and other traditional approaches.

**Community Reinforcement and Family Training (CRAFT)** differs from traditional family-based approaches to substance use in several fundamental ways. Most notably, CRAFT does **not** involve helping the concerned significant other (CSO) adopt **""loving-detachment""** from the identified patient (IP) with the substance-use problem. The concept of loving-detachment is characteristic of **Al-Anon**, not CRAFT.

The **Al-Anon model** is based on the premise that family members of individuals with substance use problems have become enmeshed in the disease process through enabling behaviors and emotional codependency. Al-Anon encourages family members to recognize that they cannot control the IP's substance use, to detach emotionally from the IP's drinking or drug use behavior, and to focus on their own recovery from the effects of living with someone who has a substance use disorder. **Loving-detachment** is the specific practice of caring about the IP while releasing the need to control their behavior.

CRAFT takes the opposite approach on several dimensions. Rather than encouraging emotional detachment, CRAFT **actively engages the CSO** in efforts to change the IP's behavior. Rather than accepting that the CSO cannot influence the IP's substance use, CRAFT teaches specific behavioral strategies that research has shown to increase the probability of treatment entry. Rather than focusing primarily on the CSO's own recovery, CRAFT balances CSO self-care with active efforts to motivate the IP toward treatment.

Specific CRAFT strategies include reinforcing sober behavior, allowing natural consequences of use, improving communication about substance use, identifying optimal moments to suggest treatment, and planning treatment entry logistics. These active, behavioral strategies contrast with Al-Anon's more passive stance of detachment and acceptance.

Research comparing CRAFT to Al-Anon facilitation has consistently favored CRAFT for the primary outcome of engaging the IP in treatment. In randomized controlled trials, CRAFT has produced treatment engagement rates approximately two to three times higher than Al-Anon facilitation.

On the EPPP, the critical distinction is between CRAFT (active engagement, behavioral strategies) and Al-Anon (loving-detachment, acceptance). Candidates should know that loving-detachment is an Al-Anon concept, not a CRAFT component.

Both CRAFT and Al-Anon have legitimate roles in the continuum of family services for substance use disorders. The choice between these approaches should be guided by the family member's goals: if the primary goal is to engage the IP in treatment, CRAFT has the stronger evidence base; if the primary goal is the CSO's own emotional recovery and acceptance, Al-Anon may be more appropriate."
D8-PPA-211-03fc5400,AP-D8-PPA-211,8,Clinical Assessment & Interpretation,CASS,Substance-Related and Addictive Disorders,textbook,D8-Ch15,From Diagnosis to Intervention: Disorder-Specific Treatment and Clinical Integration,"Rawson, McCann, Flammino, Shoptaw, Miotto, Reiber, & Ling (2006): In a randomized trial of 177 stimulant-dependent individuals, ""CM procedures produced better retention and lower rates of stimulant use during the study period"" while ""CBT produced comparable longer-term outcomes."" CM was superior during treatment application, but CBT produced robust effects at 52-week follow-up, and combining the two treatments showed no additive benefit (p. 267).","Voucher-based reinforcement therapy (VBRT) is most effective for promoting initial abstinence, while cognitive behavior therapy (CBT) is most effective for preventing relapse in patients with cocaine use disorder.","Contingency management produces superior outcomes during active treatment for stimulant dependence, while CBT produces comparable long-term outcomes at 52-week follow-up, and combining the two shows no additive benefit.","A psychologist is developing a treatment plan for a client with cocaine use disorder who has recently achieved initial abstinence but is concerned about maintaining it long-term. The psychologist reviews the evidence for different treatment modalities at different stages of recovery.

Research on treatments for **cocaine use disorder** has demonstrated that different interventions are most effective at different stages of recovery. **Voucher-based reinforcement therapy (VBRT)** is most effective for **promoting initial abstinence**, while **cognitive-behavioral therapy (CBT)** is most effective for **preventing relapse** once abstinence has been achieved.

**Voucher-based reinforcement therapy** (also called contingency management) is based on operant conditioning principles. Patients receive **tangible rewards** (typically vouchers exchangeable for goods and services) contingent on providing drug-free urine samples. The voucher values typically start small and increase with each consecutive negative specimen, providing escalating reinforcement for sustained abstinence. If a positive specimen is provided, the voucher value resets to the initial low amount. This schedule creates strong immediate incentives for maintaining abstinence.

VBRT is particularly effective for initiating abstinence because cocaine use disorder is characterized by the powerful reinforcing effects of the drug, which override the delayed negative consequences of use. By providing immediate, tangible reinforcement for abstinence, VBRT competes directly with the reinforcing effects of cocaine. Research has demonstrated that VBRT produces significantly higher rates of initial abstinence than treatment approaches that rely solely on counseling.

**Cognitive-behavioral therapy** for cocaine use disorder focuses on identifying and managing the **high-risk situations**, **cognitive distortions**, and **behavioral patterns** that contribute to relapse. CBT teaches skills such as recognizing and avoiding triggers, managing cravings, developing alternative coping strategies, refusing offers of drugs, and restructuring thoughts that support continued use. These skills provide enduring tools that the individual can apply independently after treatment ends.

The complementary strengths of VBRT and CBT suggest that a combination approach may be optimal: VBRT to achieve initial abstinence, followed by or combined with CBT to maintain it long-term.

On the EPPP, the key distinction is: VBRT for initial abstinence, CBT for relapse prevention in cocaine use disorder. Candidates should not confuse the relative strengths of these two approaches.

The sequential application of VBRT and CBT reflects a broader principle in substance use treatment: different stages of recovery may require different therapeutic strategies. Initial engagement and abstinence initiation benefit from concrete, immediate reinforcement, while long-term maintenance requires the internalization of coping skills and cognitive strategies that support sustained recovery. This evidence supports the development of comprehensive treatment plans that incorporate multiple evidence-based modalities tailored to the patient's stage of recovery."
D9-ETH-010-31712220,AP-D9-ETH-010,9,Psychopharmacology & Ethics,PETH,APA Ethics Code Overview and Standards 1 and 2,textbook,D9-Ch01,The Ethical Architecture: How Professional Standards Protect Psychologists and the Public,"APA (2017): ""Both the APA Ethics Code and the Canadian Code of Ethics address pro bono psychological services within their General Principles.""","The APA Ethics Code and Canadian Code of Ethics encourage pro bono services, as addressed in their General Principles.","Both the APA Ethics Code and the Canadian Code of Ethics encourage pro bono psychological services, addressed within their respective General Principles.","A psychologist in a thriving urban practice notices that a nearby community clinic serving low-income families has lost its only bilingual therapist. Despite having a full caseload, the psychologist considers whether an ethical obligation exists to offer some hours of free service.

The APA Ethics Code contains five **General Principles** (A through E) that serve as aspirational guidelines for psychologists. Unlike the enforceable **Ethical Standards**, General Principles are not bases for imposing sanctions; they are ideals that inspire psychologists toward the highest ethical conduct. **General Principle B (Fidelity and Responsibility)** and **General Principle D (Justice)** are particularly relevant to the provision of **pro bono services**. Principle B encourages psychologists to contribute a portion of their professional time for little or no compensation, while Principle D calls for fairness and ensuring that all persons benefit from the contributions of psychology.

The **Canadian Code of Ethics** similarly endorses pro bono work. Under its **Principle I (Respect for the Dignity of Persons)** and **Principle IV (Responsibility to Society)**, Canadian psychologists are encouraged to make their knowledge accessible to underserved populations. The Canadian Code explicitly identifies the importance of contributing to the functioning of society and the welfare of all human beings.

Neither the APA nor the Canadian code mandates a specific number of pro bono hours. Instead, they rely on the professional's ethical judgment. The rationale is straightforward: if psychology as a profession benefits from public trust and societal support, then psychologists have a corresponding responsibility to ensure that psychological services reach individuals who might otherwise go without. Pro bono work addresses systemic disparities in access to mental health care, particularly for populations that face financial, geographic, or cultural barriers.

In clinical application, psychologists who engage in pro bono work should maintain the same standard of care they provide to paying clients. Pro bono does not mean reduced-quality service. The psychologist must still obtain **informed consent**, maintain **confidentiality**, practice within their area of **competence**, and keep appropriate records. If a psychologist provides pro bono work through a community organization, the limits of confidentiality within that organizational context should be clearly communicated at the outset.

On the EPPP, questions about General Principles test whether candidates can distinguish aspirational principles from enforceable standards. A common exam trap is presenting a scenario where a General Principle appears to conflict with an Ethical Standard and asking which takes precedence. Remember that General Principles are ideals that guide behavior, while Ethical Standards are the enforceable rules. The exam may also test whether pro bono service is mandatory (it is not) versus encouraged (it is)."
